 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,State,County,Overdose_mortality
CN1305900000000,13,59,"Clarke County, GA",Georgia,Clarke,9
CN1306100000000,13,61,"Clay County, GA",Georgia,Clay,
CN1306300000000,13,63,"Clayton County, GA",Georgia,Clayton,8
CN1306500000000,13,65,"Clinch County, GA",Georgia,Clinch,
CN1306700000000,13,67,"Cobb County, GA",Georgia,Cobb,15
CN1306900000000,13,69,"Coffee County, GA",Georgia,Coffee,14
CN1307100000000,13,71,"Colquitt County, GA",Georgia,Colquitt,12
CN1307300000000,13,73,"Columbia County, GA",Georgia,Columbia,11
CN1307500000000,13,75,"Cook County, GA",Georgia,Cook,
CN1307700000000,13,77,"Coweta County, GA",Georgia,Coweta,10
CN1307900000000,13,79,"Crawford County, GA",Georgia,Crawford,
CN1308100000000,13,81,"Crisp County, GA",Georgia,Crisp,
CN1308300000000,13,83,"Dade County, GA",Georgia,Dade,
CN1308500000000,13,85,"Dawson County, GA",Georgia,Dawson,20
CN1308700000000,13,87,"Decatur County, GA",Georgia,Decatur,
CN1308900000000,13,89,"DeKalb County, GA",Georgia,DeKalb,8
CN1309100000000,13,91,"Dodge County, GA",Georgia,Dodge,
CN1309300000000,13,93,"Dooly County, GA",Georgia,Dooly,
CN1309500000000,13,95,"Dougherty County, GA",Georgia,Dougherty,4
CN1309700000000,13,97,"Douglas County, GA",Georgia,Douglas,13
CN1309900000000,13,99,"Early County, GA",Georgia,Early,
CN1310100000000,13,101,"Echols County, GA",Georgia,Echols,
CN1310300000000,13,103,"Effingham County, GA",Georgia,Effingham,8
CN1310500000000,13,105,"Elbert County, GA",Georgia,Elbert,24
CN1310700000000,13,107,"Emanuel County, GA",Georgia,Emanuel,
CN1310900000000,13,109,"Evans County, GA",Georgia,Evans,
CN1311100000000,13,111,"Fannin County, GA",Georgia,Fannin,29
CN1311300000000,13,113,"Fayette County, GA",Georgia,Fayette,11
CN1311500000000,13,115,"Floyd County, GA",Georgia,Floyd,14
CN1311700000000,13,117,"Forsyth County, GA",Georgia,Forsyth,14
CN1311900000000,13,119,"Franklin County, GA",Georgia,Franklin,29
CN1312100000000,13,121,"Fulton County, GA",Georgia,Fulton,14
CN1312300000000,13,123,"Gilmer County, GA",Georgia,Gilmer,15
CN1312500000000,13,125,"Glascock County, GA",Georgia,Glascock,
CN1312700000000,13,127,"Glynn County, GA",Georgia,Glynn,13
CN1312900000000,13,129,"Gordon County, GA",Georgia,Gordon,10
CN1313100000000,13,131,"Grady County, GA",Georgia,Grady,
CN1313300000000,13,133,"Greene County, GA",Georgia,Greene,
CN1313500000000,13,135,"Gwinnett County, GA",Georgia,Gwinnett,8
CN1313700000000,13,137,"Habersham County, GA",Georgia,Habersham,
CN1313900000000,13,139,"Hall County, GA",Georgia,Hall,13
CN1314100000000,13,141,"Hancock County, GA",Georgia,Hancock,
CN1314300000000,13,143,"Haralson County, GA",Georgia,Haralson,26
CN1314500000000,13,145,"Harris County, GA",Georgia,Harris,
CN1314700000000,13,147,"Hart County, GA",Georgia,Hart,
CN1314900000000,13,149,"Heard County, GA",Georgia,Heard,
CN1315100000000,13,151,"Henry County, GA",Georgia,Henry,13
CN1315300000000,13,153,"Houston County, GA",Georgia,Houston,9
CN1315500000000,13,155,"Irwin County, GA",Georgia,Irwin,
CN1315700000000,13,157,"Jackson County, GA",Georgia,Jackson,21
CN1315900000000,13,159,"Jasper County, GA",Georgia,Jasper,
CN1316100000000,13,161,"Jeff Davis County, GA",Georgia,Jeff Davis,22
CN1316300000000,13,163,"Jefferson County, GA",Georgia,Jefferson,
CN1316500000000,13,165,"Jenkins County, GA",Georgia,Jenkins,
CN1316700000000,13,167,"Johnson County, GA",Georgia,Johnson,
CN1316900000000,13,169,"Jones County, GA",Georgia,Jones,16
CN1317100000000,13,171,"Lamar County, GA",Georgia,Lamar,
CN1317300000000,13,173,"Lanier County, GA",Georgia,Lanier,
CN1317500000000,13,175,"Laurens County, GA",Georgia,Laurens,8
CN1317700000000,13,177,"Lee County, GA",Georgia,Lee,
CN1317900000000,13,179,"Liberty County, GA",Georgia,Liberty,9
CN1318100000000,13,181,"Lincoln County, GA",Georgia,Lincoln,
CN1318300000000,13,183,"Long County, GA",Georgia,Long,
CN1318500000000,13,185,"Lowndes County, GA",Georgia,Lowndes,6
CN1318700000000,13,187,"Lumpkin County, GA",Georgia,Lumpkin,16
CN1318900000000,13,189,"McDuffie County, GA",Georgia,McDuffie,
CN1319100000000,13,191,"McIntosh County, GA",Georgia,McIntosh,
CN1319300000000,13,193,"Macon County, GA",Georgia,Macon,
CN1319500000000,13,195,"Madison County, GA",Georgia,Madison,25
CN1319700000000,13,197,"Marion County, GA",Georgia,Marion,
CN1319900000000,13,199,"Meriwether County, GA",Georgia,Meriwether,17
CN1320100000000,13,201,"Miller County, GA",Georgia,Miller,
CN1320500000000,13,205,"Mitchell County, GA",Georgia,Mitchell,
CN1320700000000,13,207,"Monroe County, GA",Georgia,Monroe,14
CN1320900000000,13,209,"Montgomery County, GA",Georgia,Montgomery,
CN1321100000000,13,211,"Morgan County, GA",Georgia,Morgan,
CN1321300000000,13,213,"Murray County, GA",Georgia,Murray,26
CN1321500000000,13,215,"Muscogee County, GA",Georgia,Muscogee,9
CN1321700000000,13,217,"Newton County, GA",Georgia,Newton,11
CN1321900000000,13,219,"Oconee County, GA",Georgia,Oconee,11
CN1322100000000,13,221,"Oglethorpe County, GA",Georgia,Oglethorpe,
CN1322300000000,13,223,"Paulding County, GA",Georgia,Paulding,16
CN1322500000000,13,225,"Peach County, GA",Georgia,Peach,
CN1322700000000,13,227,"Pickens County, GA",Georgia,Pickens,14
CN1322900000000,13,229,"Pierce County, GA",Georgia,Pierce,18
CN1323100000000,13,231,"Pike County, GA",Georgia,Pike,
CN1323300000000,13,233,"Polk County, GA",Georgia,Polk,18
CN1323500000000,13,235,"Pulaski County, GA",Georgia,Pulaski,
CN1323700000000,13,237,"Putnam County, GA",Georgia,Putnam,16
CN1323900000000,13,239,"Quitman County, GA",Georgia,Quitman,
CN1324100000000,13,241,"Rabun County, GA",Georgia,Rabun,25
CN1324300000000,13,243,"Randolph County, GA",Georgia,Randolph,
CN1324500000000,13,245,"Richmond County, GA",Georgia,Richmond,15
CN1324700000000,13,247,"Rockdale County, GA",Georgia,Rockdale,13
CN1324900000000,13,249,"Schley County, GA",Georgia,Schley,
CN1325100000000,13,251,"Screven County, GA",Georgia,Screven,
CN1325300000000,13,253,"Seminole County, GA",Georgia,Seminole,
CN1325500000000,13,255,"Spalding County, GA",Georgia,Spalding,16
CN1325700000000,13,257,"Stephens County, GA",Georgia,Stephens,18
CN1325900000000,13,259,"Stewart County, GA",Georgia,Stewart,
CN1326100000000,13,261,"Sumter County, GA",Georgia,Sumter,
CN1326300000000,13,263,"Talbot County, GA",Georgia,Talbot,
CN1326500000000,13,265,"Taliaferro County, GA",Georgia,Taliaferro,
CN1326700000000,13,267,"Tattnall County, GA",Georgia,Tattnall,
CN1326900000000,13,269,"Taylor County, GA",Georgia,Taylor,
CN1327100000000,13,271,"Telfair County, GA",Georgia,Telfair,
CN1327300000000,13,273,"Terrell County, GA",Georgia,Terrell,
CN1327500000000,13,275,"Thomas County, GA",Georgia,Thomas,
CN1327700000000,13,277,"Tift County, GA",Georgia,Tift,
CN1327900000000,13,279,"Toombs County, GA",Georgia,Toombs,15
CN1328100000000,13,281,"Towns County, GA",Georgia,Towns,
CN1328300000000,13,283,"Treutlen County, GA",Georgia,Treutlen,
CN1328500000000,13,285,"Troup County, GA",Georgia,Troup,16
CN1328700000000,13,287,"Turner County, GA",Georgia,Turner,
CN1328900000000,13,289,"Twiggs County, GA",Georgia,Twiggs,
CN1329100000000,13,291,"Union County, GA",Georgia,Union,
CN1329300000000,13,293,"Upson County, GA",Georgia,Upson,19
CN1329500000000,13,295,"Walker County, GA",Georgia,Walker,13
CN1329700000000,13,297,"Walton County, GA",Georgia,Walton,20
CN1329900000000,13,299,"Ware County, GA",Georgia,Ware,20
CN1330100000000,13,301,"Warren County, GA",Georgia,Warren,
CN1330300000000,13,303,"Washington County, GA",Georgia,Washington,
CN1330500000000,13,305,"Wayne County, GA",Georgia,Wayne,20
CN1330700000000,13,307,"Webster County, GA",Georgia,Webster,
CN1330900000000,13,309,"Wheeler County, GA",Georgia,Wheeler,
CN1331100000000,13,311,"White County, GA",Georgia,White,19
CN1331300000000,13,313,"Whitfield County, GA",Georgia,Whitfield,12
CN1331500000000,13,315,"Wilcox County, GA",Georgia,Wilcox,
CN1331700000000,13,317,"Wilkes County, GA",Georgia,Wilkes,
CN1331900000000,13,319,"Wilkinson County, GA",Georgia,Wilkinson,
CN1332100000000,13,321,"Worth County, GA",Georgia,Worth,
CN1500100000000,15,1,"Hawaii County, HI",Hawaii,Hawaii,11
CN1500300000000,15,3,"Honolulu County/city, HI",Hawaii,Honolulu,11
CN1500700000000,15,7,"Kauai County, HI",Hawaii,Kauai,9
CN1500900000000,15,9,"Maui County, HI",Hawaii,Maui,13
CN1600100000000,16,1,"Ada County, ID",Idaho,Ada,13
CN1600300000000,16,3,"Adams County, ID",Idaho,Adams,
CN1600500000000,16,5,"Bannock County, ID",Idaho,Bannock,23
CN1600700000000,16,7,"Bear Lake County, ID",Idaho,Bear Lake,
CN1600900000000,16,9,"Benewah County, ID",Idaho,Benewah,
CN1601100000000,16,11,"Bingham County, ID",Idaho,Bingham,13
CN1601300000000,16,13,"Blaine County, ID",Idaho,Blaine,
CN1601500000000,16,15,"Boise County, ID",Idaho,Boise,
CN1601700000000,16,17,"Bonner County, ID",Idaho,Bonner,10
CN1601900000000,16,19,"Bonneville County, ID",Idaho,Bonneville,26
CN1602100000000,16,21,"Boundary County, ID",Idaho,Boundary,
CN1602300000000,16,23,"Butte County, ID",Idaho,Butte,
CN1602500000000,16,25,"Camas County, ID",Idaho,Camas,
CN1602700000000,16,27,"Canyon County, ID",Idaho,Canyon,12
CN1602900000000,16,29,"Caribou County, ID",Idaho,Caribou,
CN1603100000000,16,31,"Cassia County, ID",Idaho,Cassia,
CN1603300000000,16,33,"Clark County, ID",Idaho,Clark,
CN1603500000000,16,35,"Clearwater County, ID",Idaho,Clearwater,
CN1603700000000,16,37,"Custer County, ID",Idaho,Custer,
CN1603900000000,16,39,"Elmore County, ID",Idaho,Elmore,
CN1604100000000,16,41,"Franklin County, ID",Idaho,Franklin,
CN1604300000000,16,43,"Fremont County, ID",Idaho,Fremont,
CN1604500000000,16,45,"Gem County, ID",Idaho,Gem,
CN1604700000000,16,47,"Gooding County, ID",Idaho,Gooding,
CN1604900000000,16,49,"Idaho County, ID",Idaho,Idaho,
CN1605100000000,16,51,"Jefferson County, ID",Idaho,Jefferson,
CN1605300000000,16,53,"Jerome County, ID",Idaho,Jerome,
CN1605500000000,16,55,"Kootenai County, ID",Idaho,Kootenai,10
CN1605700000000,16,57,"Latah County, ID",Idaho,Latah,
CN1605900000000,16,59,"Lemhi County, ID",Idaho,Lemhi,
CN1606100000000,16,61,"Lewis County, ID",Idaho,Lewis,
CN1606300000000,16,63,"Lincoln County, ID",Idaho,Lincoln,
CN1606500000000,16,65,"Madison County, ID",Idaho,Madison,
CN1606700000000,16,67,"Minidoka County, ID",Idaho,Minidoka,
CN1606900000000,16,69,"Nez Perce County, ID",Idaho,Nez Perce,10
CN1607100000000,16,71,"Oneida County, ID",Idaho,Oneida,
CN1607300000000,16,73,"Owyhee County, ID",Idaho,Owyhee,
CN1607500000000,16,75,"Payette County, ID",Idaho,Payette,22
CN1607700000000,16,77,"Power County, ID",Idaho,Power,
CN1607900000000,16,79,"Shoshone County, ID",Idaho,Shoshone,
CN1608100000000,16,81,"Teton County, ID",Idaho,Teton,
CN1608300000000,16,83,"Twin Falls County, ID",Idaho,Twin Falls,13
CN1608500000000,16,85,"Valley County, ID",Idaho,Valley,
CN1608700000000,16,87,"Washington County, ID",Idaho,Washington,
CN1700100000000,17,1,"Adams County, IL",Illinois,Adams,16
CN1700300000000,17,3,"Alexander County, IL",Illinois,Alexander,
CN1700500000000,17,5,"Bond County, IL",Illinois,Bond,19
CN1700700000000,17,7,"Boone County, IL",Illinois,Boone,14
CN1700900000000,17,9,"Brown County, IL",Illinois,Brown,
CN1701100000000,17,11,"Bureau County, IL",Illinois,Bureau,19
CN1701300000000,17,13,"Calhoun County, IL",Illinois,Calhoun,
CN1701500000000,17,15,"Carroll County, IL",Illinois,Carroll,
CN1701700000000,17,17,"Cass County, IL",Illinois,Cass,
CN1701900000000,17,19,"Champaign County, IL",Illinois,Champaign,14
CN1702100000000,17,21,"Christian County, IL",Illinois,Christian,20
CN1702300000000,17,23,"Clark County, IL",Illinois,Clark,23
CN1702500000000,17,25,"Clay County, IL",Illinois,Clay,
CN1702700000000,17,27,"Clinton County, IL",Illinois,Clinton,
CN1702900000000,17,29,"Coles County, IL",Illinois,Coles,11
CN1703100000000,17,31,"Cook County, IL",Illinois,Cook,12
CN1703300000000,17,33,"Crawford County, IL",Illinois,Crawford,
CN1703500000000,17,35,"Cumberland County, IL",Illinois,Cumberland,
CN1703700000000,17,37,"DeKalb County, IL",Illinois,DeKalb,7
CN1703900000000,17,39,"De Witt County, IL",Illinois,De Witt,20
CN1704100000000,17,41,"Douglas County, IL",Illinois,Douglas,
CN1704300000000,17,43,"DuPage County, IL",Illinois,DuPage,11
CN1704500000000,17,45,"Edgar County, IL",Illinois,Edgar,19
CN1704700000000,17,47,"Edwards County, IL",Illinois,Edwards,
CN1704900000000,17,49,"Effingham County, IL",Illinois,Effingham,
CN1705100000000,17,51,"Fayette County, IL",Illinois,Fayette,15
CN1705300000000,17,53,"Ford County, IL",Illinois,Ford,
CN1705500000000,17,55,"Franklin County, IL",Illinois,Franklin,25
CN1705700000000,17,57,"Fulton County, IL",Illinois,Fulton,11
CN1705900000000,17,59,"Gallatin County, IL",Illinois,Gallatin,
CN1706100000000,17,61,"Greene County, IL",Illinois,Greene,
CN1706300000000,17,63,"Grundy County, IL",Illinois,Grundy,13
CN1706500000000,17,65,"Hamilton County, IL",Illinois,Hamilton,
CN1706700000000,17,67,"Hancock County, IL",Illinois,Hancock,
CN1706900000000,17,69,"Hardin County, IL",Illinois,Hardin,
CN1707100000000,17,71,"Henderson County, IL",Illinois,Henderson,
CN1707300000000,17,73,"Henry County, IL",Illinois,Henry,8
CN1707500000000,17,75,"Iroquois County, IL",Illinois,Iroquois,18
CN1707700000000,17,77,"Jackson County, IL",Illinois,Jackson,16
CN1707900000000,17,79,"Jasper County, IL",Illinois,Jasper,
CN1708100000000,17,81,"Jefferson County, IL",Illinois,Jefferson,14
CN1708300000000,17,83,"Jersey County, IL",Illinois,Jersey,21
CN1708500000000,17,85,"Jo Daviess County, IL",Illinois,Jo Daviess,
CN1708700000000,17,87,"Johnson County, IL",Illinois,Johnson,
CN1708900000000,17,89,"Kane County, IL",Illinois,Kane,8
CN1709100000000,17,91,"Kankakee County, IL",Illinois,Kankakee,18
CN1709300000000,17,93,"Kendall County, IL",Illinois,Kendall,9
CN1709500000000,17,95,"Knox County, IL",Illinois,Knox,15
CN1709700000000,17,97,"Lake County, IL",Illinois,Lake,11
CN1709900000000,17,99,"LaSalle County, IL",Illinois,LaSalle,22
CN1710100000000,17,101,"Lawrence County, IL",Illinois,Lawrence,
CN1710300000000,17,103,"Lee County, IL",Illinois,Lee,15
CN1710500000000,17,105,"Livingston County, IL",Illinois,Livingston,12
CN1710700000000,17,107,"Logan County, IL",Illinois,Logan,16
CN1710900000000,17,109,"McDonough County, IL",Illinois,McDonough,
CN1711100000000,17,111,"McHenry County, IL",Illinois,McHenry,13
CN1711300000000,17,113,"McLean County, IL",Illinois,McLean,12
CN1711500000000,17,115,"Macon County, IL",Illinois,Macon,12
CN1711700000000,17,117,"Macoupin County, IL",Illinois,Macoupin,17
CN1711900000000,17,119,"Madison County, IL",Illinois,Madison,26
CN1712100000000,17,121,"Marion County, IL",Illinois,Marion,23
CN1712300000000,17,123,"Marshall County, IL",Illinois,Marshall,
CN1712500000000,17,125,"Mason County, IL",Illinois,Mason,
CN1712700000000,17,127,"Massac County, IL",Illinois,Massac,
CN1712900000000,17,129,"Menard County, IL",Illinois,Menard,
CN1713100000000,17,131,"Mercer County, IL",Illinois,Mercer,
CN1713300000000,17,133,"Monroe County, IL",Illinois,Monroe,
CN1713500000000,17,135,"Montgomery County, IL",Illinois,Montgomery,13
CN1713700000000,17,137,"Morgan County, IL",Illinois,Morgan,18
CN1713900000000,17,139,"Moultrie County, IL",Illinois,Moultrie,
CN1714100000000,17,141,"Ogle County, IL",Illinois,Ogle,9
CN1714300000000,17,143,"Peoria County, IL",Illinois,Peoria,18
CN1714500000000,17,145,"Perry County, IL",Illinois,Perry,15
CN1714700000000,17,147,"Piatt County, IL",Illinois,Piatt,
CN1714900000000,17,149,"Pike County, IL",Illinois,Pike,
CN1715100000000,17,151,"Pope County, IL",Illinois,Pope,
CN1715300000000,17,153,"Pulaski County, IL",Illinois,Pulaski,
CN1715500000000,17,155,"Putnam County, IL",Illinois,Putnam,
CN1715700000000,17,157,"Randolph County, IL",Illinois,Randolph,20
CN1715900000000,17,159,"Richland County, IL",Illinois,Richland,
CN1716100000000,17,161,"Rock Island County, IL",Illinois,Rock Island,10
CN1716300000000,17,163,"St. Clair County, IL",Illinois,St. Clair,15
CN1716500000000,17,165,"Saline County, IL",Illinois,Saline,26
CN1716700000000,17,167,"Sangamon County, IL",Illinois,Sangamon,17
CN1716900000000,17,169,"Schuyler County, IL",Illinois,Schuyler,
CN1717100000000,17,171,"Scott County, IL",Illinois,Scott,
CN1717300000000,17,173,"Shelby County, IL",Illinois,Shelby,
CN1717500000000,17,175,"Stark County, IL",Illinois,Stark,
CN1717700000000,17,177,"Stephenson County, IL",Illinois,Stephenson,17
CN1717900000000,17,179,"Tazewell County, IL",Illinois,Tazewell,14
CN1718100000000,17,181,"Union County, IL",Illinois,Union,
CN1718300000000,17,183,"Vermilion County, IL",Illinois,Vermilion,17
CN1718500000000,17,185,"Wabash County, IL",Illinois,Wabash,
CN1718700000000,17,187,"Warren County, IL",Illinois,Warren,
CN1718900000000,17,189,"Washington County, IL",Illinois,Washington,
CN1719100000000,17,191,"Wayne County, IL",Illinois,Wayne,
CN1719300000000,17,193,"White County, IL",Illinois,White,
CN1719500000000,17,195,"Whiteside County, IL",Illinois,Whiteside,19
CN1719700000000,17,197,"Will County, IL",Illinois,Will,13
CN1719900000000,17,199,"Williamson County, IL",Illinois,Williamson,17
CN1720100000000,17,201,"Winnebago County, IL",Illinois,Winnebago,31
CN1720300000000,17,203,"Woodford County, IL",Illinois,Woodford,14
CN1800100000000,18,1,"Adams County, IN",Indiana,Adams,
CN1800300000000,18,3,"Allen County, IN",Indiana,Allen,15
CN1800500000000,18,5,"Bartholomew County, IN",Indiana,Bartholomew,11
CN1800700000000,18,7,"Benton County, IN",Indiana,Benton,
CN1800900000000,18,9,"Blackford County, IN",Indiana,Blackford,27
CN1801100000000,18,11,"Boone County, IN",Indiana,Boone,16
CN1801300000000,18,13,"Brown County, IN",Indiana,Brown,
CN1801500000000,18,15,"Carroll County, IN",Indiana,Carroll,
CN1801700000000,18,17,"Cass County, IN",Indiana,Cass,
CN1801900000000,18,19,"Clark County, IN",Indiana,Clark,22
CN1802100000000,18,21,"Clay County, IN",Indiana,Clay,13
CN1802300000000,18,23,"Clinton County, IN",Indiana,Clinton,15
CN1802500000000,18,25,"Crawford County, IN",Indiana,Crawford,
CN1802700000000,18,27,"Daviess County, IN",Indiana,Daviess,
CN1802900000000,18,29,"Dearborn County, IN",Indiana,Dearborn,27
CN1803100000000,18,31,"Decatur County, IN",Indiana,Decatur,18
CN1803300000000,18,33,"DeKalb County, IN",Indiana,DeKalb,13
CN1803500000000,18,35,"Delaware County, IN",Indiana,Delaware,26
CN1803700000000,18,37,"Dubois County, IN",Indiana,Dubois,
CN1803900000000,18,39,"Elkhart County, IN",Indiana,Elkhart,11
CN1804100000000,18,41,"Fayette County, IN",Indiana,Fayette,47
CN1804300000000,18,43,"Floyd County, IN",Indiana,Floyd,20
CN1804500000000,18,45,"Fountain County, IN",Indiana,Fountain,
CN1804700000000,18,47,"Franklin County, IN",Indiana,Franklin,19
CN1804900000000,18,49,"Fulton County, IN",Indiana,Fulton,16
CN1805100000000,18,51,"Gibson County, IN",Indiana,Gibson,
CN1805300000000,18,53,"Grant County, IN",Indiana,Grant,30
CN1805500000000,18,55,"Greene County, IN",Indiana,Greene,19
CN1805700000000,18,57,"Hamilton County, IN",Indiana,Hamilton,9
CN1805900000000,18,59,"Hancock County, IN",Indiana,Hancock,26
